"Time","Amplitude"
"0d 00:00:06.032","832.122119E-6"
"0d 00:00:06.033","645.611989E-6"
"0d 00:00:06.034","493.196923E-6"
"0d 00:00:06.035","444.079776E-6"
"0d 00:00:06.036","507.290675E-6"
"0d 00:00:06.037","624.007195E-6"
"0d 00:00:06.038","744.268252E-6"
"0d 00:00:06.039","879.213817E-6"
"0d 00:00:06.040","1.045807E-3"
"0d 00:00:06.041","1.225903E-3"
"0d 00:00:06.042","1.380091E-3"
"0d 00:00:06.043","1.447606E-3"
"0d 00:00:06.044","1.377896E-3"
"0d 00:00:06.045","1.178558E-3"
"0d 00:00:06.046","898.793161E-6"
"0d 00:00:06.047","602.739977E-6"
"0d 00:00:06.048","358.757721E-6"
"0d 00:00:06.049","185.413012E-6"
"0d 00:00:06.050","44.897461E-6"
"0d 00:00:06.051","-93.761427E-6"
"0d 00:00:06.052","-245.501343E-6"
"0d 00:00:06.053","-395.806566E-6"
"0d 00:00:06.054","-482.647708E-6"
"0d 00:00:06.055","-447.877493E-6"
"0d 00:00:06.056","-299.260145E-6"
"0d 00:00:06.057","-93.423852E-6"
"0d 00:00:06.058","134.523596E-6"
"0d 00:00:06.059","345.001544E-6"
"0d 00:00:06.060","485.517094E-6"
"0d 00:00:06.061","559.445996E-6"
"0d 00:00:06.062","581.979121E-6"
"0d 00:00:06.063","533.874698E-6"
"0d 00:00:06.064","398.507165E-6"
"0d 00:00:06.065","195.709046E-6"
"0d 00:00:06.066","-4.979230E-6"
"0d 00:00:06.067","-135.451927E-6"
"0d 00:00:06.068","-201.869788E-6"
"0d 00:00:06.069","-261.114182E-6"
"0d 00:00:06.070","-332.173698E-6"
"0d 00:00:06.071","-384.413413E-6"
"0d 00:00:06.072","-379.096608E-6"
"0d 00:00:06.073","-291.749104E-6"
"0d 00:00:06.074","-158.491414E-6"
"0d 00:00:06.075","-53.252440E-6"
"0d 00:00:06.076","-31.394465E-6"
"0d 00:00:06.077","-155.875208E-6"
"0d 00:00:06.078","-465.853357E-6"
"0d 00:00:06.079","-922.929766E-6"
"0d 00:00:06.080","-1.431740E-3"
"0d 00:00:06.081","-1.884765E-3"
"0d 00:00:06.082","-2.218880E-3"
"0d 00:00:06.083","-2.423450E-3"
"0d 00:00:06.084","-2.510207E-3"
"0d 00:00:06.085","-2.500333E-3"
"0d 00:00:06.086","-2.405981E-3"
"0d 00:00:06.087","-2.258292E-3"
"0d 00:00:06.088","-2.125456E-3"
"0d 00:00:06.089","-2.019035E-3"
"0d 00:00:06.090","-1.881727E-3"
"0d 00:00:06.091","-1.681123E-3"
"0d 00:00:06.092","-1.419080E-3"
"0d 00:00:06.093","-1.134252E-3"
"0d 00:00:06.094","-891.619694E-6"
"0d 00:00:06.095","-714.814842E-6"
"0d 00:00:06.096","-586.620776E-6"
"0d 00:00:06.097","-475.474241E-6"
"0d 00:00:06.098","-359.348477E-6"
"0d 00:00:06.099","-238.665452E-6"
"0d 00:00:06.100","-128.869217E-6"
"0d 00:00:06.101","-62.282568E-6"
"0d 00:00:06.102","-54.265165E-6"
"0d 00:00:06.103","-76.882683E-6"
"0d 00:00:06.104","-84.056149E-6"
"0d 00:00:06.105","-50.720628E-6"
"0d 00:00:06.106","13.671783E-6"
"0d 00:00:06.107","106.926848E-6"
"0d 00:00:06.108","232.589103E-6"
"0d 00:00:06.109","356.732271E-6"
"0d 00:00:06.110","437.075097E-6"
"0d 00:00:06.111","474.883485E-6"
"0d 00:00:06.112","492.099805E-6"
"0d 00:00:06.113","477.668478E-6"
"0d 00:00:06.114","429.395268E-6"
"0d 00:00:06.115","399.857464E-6"
"0d 00:00:06.116","438.003428E-6"
"0d 00:00:06.117","538.009991E-6"
"0d 00:00:06.118","642.826996E-6"
"0d 00:00:06.119","711.101518E-6"
"0d 00:00:06.120","783.089365E-6"
"0d 00:00:06.121","930.440807E-6"
"0d 00:00:06.122","1.186913E-3"
"0d 00:00:06.123","1.549216E-3"
"0d 00:00:06.124","1.962070E-3"
"0d 00:00:06.125","2.323781E-3"
"0d 00:00:06.126","2.550125E-3"
"0d 00:00:06.127","2.603546E-3"
"0d 00:00:06.128","2.485902E-3"
"0d 00:00:06.129","2.234071E-3"
"0d 00:00:06.130","1.915231E-3"
"0d 00:00:06.131","1.603650E-3"
"0d 00:00:06.132","1.354941E-3"
"0d 00:00:06.133","1.177799E-3"
"0d 00:00:06.134","1.026650E-3"
"0d 00:00:06.135","886.471677E-6"
"0d 00:00:06.136","777.856954E-6"
"0d 00:00:06.137","698.020491E-6"
"0d 00:00:06.138","651.857124E-6"
"0d 00:00:06.139","643.248964E-6"
"0d 00:00:06.140","690.762631E-6"
"0d 00:00:06.141","839.801948E-6"
"0d 00:00:06.142","1.054922E-3"
"0d 00:00:06.143","1.231051E-3"
"0d 00:00:06.144","1.298229E-3"
"0d 00:00:06.145","1.230376E-3"
"0d 00:00:06.146","1.066062E-3"
"0d 00:00:06.147","900.312248E-6"
"0d 00:00:06.148","790.769194E-6"
"0d 00:00:06.149","749.247482E-6"
"0d 00:00:06.150","755.661405E-6"
"0d 00:00:06.151","749.669450E-6"
"0d 00:00:06.152","665.106939E-6"
"0d 00:00:06.153","465.937750E-6"
"0d 00:00:06.154","186.088161E-6"
"0d 00:00:06.155","-105.914124E-6"
"0d 00:00:06.156","-360.614383E-6"
"0d 00:00:06.157","-558.602059E-6"
"0d 00:00:06.158","-722.579065E-6"
"0d 00:00:06.159","-875.078524E-6"
"0d 00:00:06.160","-1.018548E-3"
"0d 00:00:06.161","-1.128766E-3"
"0d 00:00:06.162","-1.169950E-3"
"0d 00:00:06.163","-1.177461E-3"
"0d 00:00:06.164","-1.228013E-3"
"0d 00:00:06.165","-1.346924E-3"
"0d 00:00:06.166","-1.516218E-3"
"0d 00:00:06.167","-1.708467E-3"
"0d 00:00:06.168","-1.893542E-3"
"0d 00:00:06.169","-2.046379E-3"
"0d 00:00:06.170","-2.130688E-3"
"0d 00:00:06.171","-2.096678E-3"
"0d 00:00:06.172","-1.944600E-3"
"0d 00:00:06.173","-1.731506E-3"
"0d 00:00:06.174","-1.492250E-3"
"0d 00:00:06.175","-1.219067E-3"
"0d 00:00:06.176","-913.899637E-6"
"0d 00:00:06.177","-644.430477E-6"
"0d 00:00:06.178","-506.784313E-6"
"0d 00:00:06.179","-534.887423E-6"
"0d 00:00:06.180","-667.469963E-6"
"0d 00:00:06.181","-804.862946E-6"
"0d 00:00:06.182","-904.531934E-6"
"0d 00:00:06.183","-975.929024E-6"
"0d 00:00:06.184","-1.047832E-3"
"0d 00:00:06.185","-1.143113E-3"
"0d 00:00:06.186","-1.244892E-3"
"0d 00:00:06.187","-1.336121E-3"
"0d 00:00:06.188","-1.422034E-3"
"0d 00:00:06.189","-1.478156E-3"
"0d 00:00:06.190","-1.450306E-3"
"0d 00:00:06.191","-1.335024E-3"
"0d 00:00:06.192","-1.177546E-3"
"0d 00:00:06.193","-1.038887E-3"
"0d 00:00:06.194","-989.010052E-6"
"0d 00:00:06.195","-1.032979E-3"
"0d 00:00:06.196","-1.095177E-3"
"0d 00:00:06.197","-1.090114E-3"
"0d 00:00:06.198","-976.519780E-6"
"0d 00:00:06.199","-766.970164E-6"
"0d 00:00:06.200","-521.890789E-6"
"0d 00:00:06.201","-328.375980E-6"
"0d 00:00:06.202","-225.331243E-6"
"0d 00:00:06.203","-194.780715E-6"
"0d 00:00:06.204","-202.629331E-6"
"0d 00:00:06.205","-184.147106E-6"
"0d 00:00:06.206","-68.021342E-6"
"0d 00:00:06.207","179.674238E-6"
"0d 00:00:06.208","537.081660E-6"
"0d 00:00:06.209","930.018839E-6"
"0d 00:00:06.210","1.276371E-3"
"0d 00:00:06.211","1.526851E-3"
"0d 00:00:06.212","1.661797E-3"
"0d 00:00:06.213","1.666860E-3"
"0d 00:00:06.214","1.555714E-3"
"0d 00:00:06.215","1.385661E-3"
"0d 00:00:06.216","1.229617E-3"
"0d 00:00:06.217","1.144885E-3"
"0d 00:00:06.218","1.113069E-3"
"0d 00:00:06.219","1.060914E-3"
"0d 00:00:06.220","950.442120E-6"
"0d 00:00:06.221","807.310364E-6"
"0d 00:00:06.222","718.106198E-6"
"0d 00:00:06.223","767.138951E-6"
"0d 00:00:06.224","960.822548E-6"
"0d 00:00:06.225","1.240250E-3"
"0d 00:00:06.226","1.530649E-3"
"0d 00:00:06.227","1.776488E-3"
"0d 00:00:06.228","1.917257E-3"
"0d 00:00:06.229","1.894470E-3"
"0d 00:00:06.230","1.715893E-3"
"0d 00:00:06.231","1.447099E-3"
"0d 00:00:06.232","1.180415E-3"
"0d 00:00:06.233","1.016354E-3"
"0d 00:00:06.234","1.002344E-3"
"0d 00:00:06.235","1.082771E-3"
"0d 00:00:06.236","1.161595E-3"
"0d 00:00:06.237","1.184044E-3"
"0d 00:00:06.238","1.139822E-3"
"0d 00:00:06.239","1.078636E-3"
"0d 00:00:06.240","1.053065E-3"
"0d 00:00:06.241","1.067243E-3"
"0d 00:00:06.242","1.124715E-3"
"0d 00:00:06.243","1.203455E-3"
"0d 00:00:06.244","1.225059E-3"
"0d 00:00:06.245","1.106739E-3"
"0d 00:00:06.246","856.343117E-6"
"0d 00:00:06.247","594.722573E-6"
"0d 00:00:06.248","414.457579E-6"
"0d 00:00:06.249","329.895067E-6"
"0d 00:00:06.250","314.535409E-6"
"0d 00:00:06.251","277.148990E-6"
"0d 00:00:06.252","131.654209E-6"
"0d 00:00:06.253","-111.146535E-6"
"0d 00:00:06.254","-373.948591E-6"
"0d 00:00:06.255","-568.729306E-6"
"0d 00:00:06.256","-657.427110E-6"
"0d 00:00:06.257","-655.570448E-6"
"0d 00:00:06.258","-565.184770E-6"
"0d 00:00:06.259","-415.723484E-6"
"0d 00:00:06.260","-325.759775E-6"
"0d 00:00:06.261","-378.674640E-6"
"0d 00:00:06.262","-533.199548E-6"
"0d 00:00:06.263","-707.894557E-6"
"0d 00:00:06.264","-836.510592E-6"
"0d 00:00:06.265","-894.573474E-6"
"0d 00:00:06.266","-920.566741E-6"
"0d 00:00:06.267","-979.389167E-6"
"0d 00:00:06.268","-1.105811E-3"
"0d 00:00:06.269","-1.278143E-3"
"0d 00:00:06.270","-1.488958E-3"
"0d 00:00:06.271","-1.756149E-3"
"0d 00:00:06.272","-2.024437E-3"
"0d 00:00:06.273","-2.187570E-3"
"0d 00:00:06.274","-2.175670E-3"
"0d 00:00:06.275","-1.990848E-3"
"0d 00:00:06.276","-1.699268E-3"
"0d 00:00:06.277","-1.374521E-3"
"0d 00:00:06.278","-1.080830E-3"
"0d 00:00:06.279","-868.073845E-6"
"0d 00:00:06.280","-764.522746E-6"
"0d 00:00:06.281","-777.097411E-6"
"0d 00:00:06.282","-836.426199E-6"
"0d 00:00:06.283","-835.160293E-6"
"0d 00:00:06.284","-741.145684E-6"
"0d 00:00:06.285","-617.340091E-6"
"0d 00:00:06.286","-571.514299E-6"
"0d 00:00:06.287","-657.342716E-6"
"0d 00:00:06.288","-820.306997E-6"
"0d 00:00:06.289","-947.319552E-6"
"0d 00:00:06.290","-958.121949E-6"
"0d 00:00:06.291","-855.330393E-6"
"0d 00:00:06.292","-674.137067E-6"
"0d 00:00:06.293","-458.595496E-6"
"0d 00:00:06.294","-277.570958E-6"
"0d 00:00:06.295","-173.429103E-6"
"0d 00:00:06.296","-154.609302E-6"
"0d 00:00:06.297","-229.297748E-6"
"0d 00:00:06.298","-346.605025E-6"
"0d 00:00:06.299","-406.018206E-6"
"0d 00:00:06.300","-385.257350E-6"
"0d 00:00:06.301","-336.562171E-6"
"0d 00:00:06.302","-291.411529E-6"
"0d 00:00:06.303","-259.088733E-6"
"0d 00:00:06.304","-242.547563E-6"
"0d 00:00:06.305","-199.253582E-6"
"0d 00:00:06.306","-47.344879E-6"
"0d 00:00:06.307","253.265566E-6"
"0d 00:00:06.308","653.544999E-6"
"0d 00:00:06.309","1.033992E-3"
"0d 00:00:06.310","1.282363E-3"
"0d 00:00:06.311","1.380766E-3"
"0d 00:00:06.312","1.378318E-3"
"0d 00:00:06.313","1.329876E-3"
"0d 00:00:06.314","1.270548E-3"
"0d 00:00:06.315","1.199657E-3"
"0d 00:00:06.316","1.108680E-3"
"0d 00:00:06.317","994.580037E-6"
"0d 00:00:06.318","877.947911E-6"
"0d 00:00:06.319","801.909165E-6"
"0d 00:00:06.320","743.761890E-6"
"0d 00:00:06.321","640.548365E-6"
"0d 00:00:06.322","490.243143E-6"
"0d 00:00:06.323","348.208505E-6"
"0d 00:00:06.324","299.850901E-6"
"0d 00:00:06.325","409.731530E-6"
"0d 00:00:06.326","649.831675E-6"
"0d 00:00:06.327","918.710080E-6"
"0d 00:00:06.328","1.128344E-3"
"0d 00:00:06.329","1.237296E-3"
"0d 00:00:06.330","1.259661E-3"
"0d 00:00:06.331","1.239237E-3"
"0d 00:00:06.332","1.199150E-3"
"0d 00:00:06.333","1.145729E-3"
"0d 00:00:06.334","1.054331E-3"
"0d 00:00:06.335","893.813931E-6"
"0d 00:00:06.336","692.197324E-6"
"0d 00:00:06.337","520.371702E-6"
"0d 00:00:06.338","430.661174E-6"
"0d 00:00:06.339","400.110646E-6"
"0d 00:00:06.340","373.189048E-6"
"0d 00:00:06.341","353.609704E-6"
"0d 00:00:06.342","366.353156E-6"
"0d 00:00:06.343","401.207764E-6"
"0d 00:00:06.344","416.398634E-6"
"0d 00:00:06.345","374.032985E-6"
"0d 00:00:06.346","266.346593E-6"
"0d 00:00:06.347","81.524337E-6"
"0d 00:00:06.348","-152.668247E-6"
"0d 00:00:06.349","-347.280174E-6"
"0d 00:00:06.350","-458.764284E-6"
"0d 00:00:06.351","-529.064256E-6"
"0d 00:00:06.352","-637.932160E-6"
"0d 00:00:06.353","-807.225970E-6"
"0d 00:00:06.354","-966.308140E-6"
"0d 00:00:06.355","-1.068509E-3"
"0d 00:00:06.356","-1.133408E-3"
"0d 00:00:06.357","-1.169022E-3"
"0d 00:00:06.358","-1.142607E-3"
"0d 00:00:06.359","-1.014919E-3"
"0d 00:00:06.360","-814.990193E-6"
"0d 00:00:06.361","-621.053415E-6"
"0d 00:00:06.362","-475.643029E-6"
"0d 00:00:06.363","-377.661915E-6"
"0d 00:00:06.364","-301.116807E-6"
"0d 00:00:06.365","-219.508076E-6"
"0d 00:00:06.366","-124.396349E-6"
"0d 00:00:06.367","-32.997946E-6"
"0d 00:00:06.368","33.251127E-6"
"0d 00:00:06.369","73.506934E-6"
"0d 00:00:06.370","63.464080E-6"
"0d 00:00:06.371","-43.209587E-6"
"0d 00:00:06.372","-257.569646E-6"
"0d 00:00:06.373","-516.573985E-6"
"0d 00:00:06.374","-695.995042E-6"
"0d 00:00:06.375","-711.945456E-6"
"0d 00:00:06.376","-576.662316E-6"
"0d 00:00:06.377","-369.306936E-6"
"0d 00:00:06.378","-180.264995E-6"
"0d 00:00:06.379","-44.813067E-6"
"0d 00:00:06.380","38.061570E-6"
"0d 00:00:06.381","70.721941E-6"
"0d 00:00:06.382","67.852554E-6"
"0d 00:00:06.383","22.955093E-6"
"0d 00:00:06.384","-91.145222E-6"
"0d 00:00:06.385","-265.671443E-6"
"0d 00:00:06.386","-449.227793E-6"
"0d 00:00:06.387","-566.872644E-6"
"0d 00:00:06.388","-560.711902E-6"
"0d 00:00:06.389","-446.442800E-6"
"0d 00:00:06.390","-304.070588E-6"
"0d 00:00:06.391","-206.005080E-6"
"0d 00:00:06.392","-163.133069E-6"
"0d 00:00:06.393","-143.469331E-6"
"0d 00:00:06.394","-119.417120E-6"
"0d 00:00:06.395","-86.165992E-6"
"0d 00:00:06.396","-40.762169E-6"
"0d 00:00:06.397","9.198916E-6"
"0d 00:00:06.398","31.900828E-6"
"0d 00:00:06.399","24.136605E-6"
"0d 00:00:06.400","5.569986E-6"
"0d 00:00:06.401","-24.052211E-6"
"0d 00:00:06.402","-65.573924E-6"
"0d 00:00:06.403","-131.232241E-6"
"0d 00:00:06.404","-251.408904E-6"
"0d 00:00:06.405","-408.718805E-6"
"0d 00:00:06.406","-512.185511E-6"
"0d 00:00:06.407","-457.329590E-6"
"0d 00:00:06.408","-201.954182E-6"
"0d 00:00:06.409","186.341343E-6"
"0d 00:00:06.410","570.839149E-6"
"0d 00:00:06.411","851.026313E-6"
"0d 00:00:06.412","995.423975E-6"
"0d 00:00:06.413","1.006564E-3"
"0d 00:00:06.414","912.127369E-6"
"0d 00:00:06.415","772.286968E-6"
"0d 00:00:06.416","646.455926E-6"
"0d 00:00:06.417","558.517665E-6"
"0d 00:00:06.418","482.141345E-6"
"0d 00:00:06.419","357.998177E-6"
"0d 00:00:06.420","149.376892E-6"
"0d 00:00:06.421","-160.094894E-6"
"0d 00:00:06.422","-568.813700E-6"
"0d 00:00:06.423","-1.011628E-3"
"0d 00:00:06.424","-1.400345E-3"
"0d 00:00:06.425","-1.677156E-3"
"0d 00:00:06.426","-1.802566E-3"
"0d 00:00:06.427","-1.757077E-3"
"0d 00:00:06.428","-1.579260E-3"
"0d 00:00:06.429","-1.351734E-3"
"0d 00:00:06.430","-1.119314E-3"
"0d 00:00:06.431","-891.619694E-6"
"0d 00:00:06.432","-674.305855E-6"
"0d 00:00:06.433","-468.385168E-6"
"0d 00:00:06.434","-320.949332E-6"
"0d 00:00:06.435","-292.846222E-6"
"0d 00:00:06.436","-357.238634E-6"
"0d 00:00:06.437","-426.188306E-6"
"0d 00:00:06.438","-430.323599E-6"
"0d 00:00:06.439","-334.199147E-6"
"0d 00:00:06.440","-128.784823E-6"
"0d 00:00:06.441","175.201371E-6"
"0d 00:00:06.442","548.306025E-6"
"0d 00:00:06.443","923.942490E-6"
"0d 00:00:06.444","1.222612E-3"
"0d 00:00:06.445","1.394100E-3"
"0d 00:00:06.446","1.448534E-3"
"0d 00:00:06.447","1.463134E-3"
"0d 00:00:06.448","1.490224E-3"
"0d 00:00:06.449","1.482713E-3"
"0d 00:00:06.450","1.377981E-3"
"0d 00:00:06.451","1.193749E-3"
"0d 00:00:06.452","967.405258E-6"
"0d 00:00:06.453","663.081490E-6"
"0d 00:00:06.454","230.226079E-6"
"0d 00:00:06.455","-277.824139E-6"
"0d 00:00:06.456","-699.792759E-6"
"0d 00:00:06.457","-902.084516E-6"
"0d 00:00:06.458","-884.530621E-6"
"0d 00:00:06.459","-735.153730E-6"
"0d 00:00:06.460","-573.961717E-6"
"0d 00:00:06.461","-500.370390E-6"
"0d 00:00:06.462","-513.367023E-6"
"0d 00:00:06.463","-556.239035E-6"
"0d 00:00:06.464","-585.186082E-6"
"0d 00:00:06.465","-554.973129E-6"
"0d 00:00:06.466","-468.216381E-6"
"0d 00:00:06.467","-374.286166E-6"
"0d 00:00:06.468","-270.144311E-6"
"0d 00:00:06.469","-136.886620E-6"
"0d 00:00:06.470","3.628930E-6"
"0d 00:00:06.471","132.160572E-6"
"0d 00:00:06.472","237.230758E-6"
"0d 00:00:06.473","317.657977E-6"
"0d 00:00:06.474","385.341744E-6"
"0d 00:00:06.475","487.204969E-6"
"0d 00:00:06.476","687.302488E-6"
"0d 00:00:06.477","956.012106E-6"
"0d 00:00:06.478","1.200079E-3"
"0d 00:00:06.479","1.360764E-3"
"0d 00:00:06.480","1.433427E-3"
"0d 00:00:06.481","1.450306E-3"
"0d 00:00:06.482","1.418321E-3"
"0d 00:00:06.483","1.311900E-3"
"0d 00:00:06.484","1.125222E-3"
"0d 00:00:06.485","884.952590E-6"
"0d 00:00:06.486","632.277780E-6"
"0d 00:00:06.487","405.258663E-6"
"0d 00:00:06.488","247.526793E-6"
"0d 00:00:06.489","193.008447E-6"
"0d 00:00:06.490","230.226079E-6"
"0d 00:00:06.491","307.277549E-6"
"0d 00:00:06.492","338.503227E-6"
"0d 00:00:06.493","256.725708E-6"
"0d 00:00:06.494","78.654951E-6"
"0d 00:00:06.495","-102.369587E-6"
"0d 00:00:06.496","-163.977006E-6"
"0d 00:00:06.497","-31.310072E-6"
"0d 00:00:06.498","273.688847E-6"
"0d 00:00:06.499","646.540320E-6"
"0d 00:00:06.500","965.379809E-6"
"0d 00:00:06.501","1.163874E-3"
"0d 00:00:06.502","1.239153E-3"
"0d 00:00:06.503","1.181343E-3"
"0d 00:00:06.504","948.585458E-6"
"0d 00:00:06.505","572.189449E-6"
"0d 00:00:06.506","188.704367E-6"
"0d 00:00:06.507","-32.744765E-6"
"0d 00:00:06.508","24.220999E-6"
"0d 00:00:06.509","299.935295E-6"
"0d 00:00:06.510","615.989792E-6"
"0d 00:00:06.511","836.257411E-6"
"0d 00:00:06.512","893.813931E-6"
"0d 00:00:06.513","774.818780E-6"
"0d 00:00:06.514","505.265226E-6"
"0d 00:00:06.515","178.408333E-6"
"0d 00:00:06.516","-73.844509E-6"
"0d 00:00:06.517","-196.468590E-6"
"0d 00:00:06.518","-209.465223E-6"
"0d 00:00:06.519","-180.433782E-6"
"0d 00:00:06.520","-222.799431E-6"
"0d 00:00:06.521","-414.373185E-6"
"0d 00:00:06.522","-743.593102E-6"
"0d 00:00:06.523","-1.138893E-3"
"0d 00:00:06.524","-1.513264E-3"
"0d 00:00:06.525","-1.794717E-3"
"0d 00:00:06.526","-1.941984E-3"
"0d 00:00:06.527","-1.926962E-3"
"0d 00:00:06.528","-1.739186E-3"
"0d 00:00:06.529","-1.442036E-3"
"0d 00:00:06.530","-1.153325E-3"
"0d 00:00:06.531","-970.021464E-6"
"0d 00:00:06.532","-936.854730E-6"
"0d 00:00:06.533","-1.045723E-3"
"0d 00:00:06.534","-1.277637E-3"
"0d 00:00:06.535","-1.599345E-3"
"0d 00:00:06.536","-1.916497E-3"
"0d 00:00:06.537","-2.123768E-3"
"0d 00:00:06.538","-2.159889E-3"
"0d 00:00:06.539","-2.018698E-3"
"0d 00:00:06.540","-1.769990E-3"
"0d 00:00:06.541","-1.527695E-3"
"0d 00:00:06.542","-1.364731E-3"
"0d 00:00:06.543","-1.289705E-3"
"0d 00:00:06.544","-1.295190E-3"
"0d 00:00:06.545","-1.328526E-3"
"0d 00:00:06.546","-1.261095E-3"
"0d 00:00:06.547","-988.588083E-6"
"0d 00:00:06.548","-504.758863E-6"
"0d 00:00:06.549","94.267790E-6"
"0d 00:00:06.550","628.902031E-6"
"0d 00:00:06.551","949.091820E-6"
"0d 00:00:06.552","1.012050E-3"
"0d 00:00:06.553","814.821405E-6"
"0d 00:00:06.554","352.090617E-6"
"0d 00:00:06.555","-284.153669E-6"
"0d 00:00:06.556","-848.325714E-6"
"0d 00:00:06.557","-1.096612E-3"
"0d 00:00:06.558","-960.653760E-6"
"0d 00:00:06.559","-552.019349E-6"
"0d 00:00:06.560","-67.346192E-6"
"0d 00:00:06.561","330.823398E-6"
"0d 00:00:06.562","565.691132E-6"
"0d 00:00:06.563","596.157266E-6"
"0d 00:00:06.564","443.067051E-6"
"0d 00:00:06.565","248.877092E-6"
"0d 00:00:06.566","186.425736E-6"
"0d 00:00:06.567","321.962057E-6"
"0d 00:00:06.568","585.270476E-6"
"0d 00:00:06.569","836.763774E-6"
"0d 00:00:06.570","957.953161E-6"
"0d 00:00:06.571","910.017526E-6"
"0d 00:00:06.572","714.055299E-6"
"0d 00:00:06.573","402.642457E-6"
"0d 00:00:06.574","27.343567E-6"
"0d 00:00:06.575","-314.029047E-6"
"0d 00:00:06.576","-482.478920E-6"
"0d 00:00:06.577","-380.109333E-6"
"0d 00:00:06.578","-8.101798E-6"
"0d 00:00:06.579","563.074927E-6"
"0d 00:00:06.580","1.189783E-3"
"0d 00:00:06.581","1.685174E-3"
"0d 00:00:06.582","1.919366E-3"
"0d 00:00:06.583","1.844594E-3"
"0d 00:00:06.584","1.503052E-3"
"0d 00:00:06.585","1.042347E-3"
"0d 00:00:06.586","620.040690E-6"
"0d 00:00:06.587","332.426879E-6"
"0d 00:00:06.588","262.717663E-6"
"0d 00:00:06.589","438.509790E-6"
"0d 00:00:06.590","727.811476E-6"
"0d 00:00:06.591","934.491706E-6"
"0d 00:00:06.592","947.741521E-6"
"0d 00:00:06.593","734.562974E-6"
"0d 00:00:06.594","324.493869E-6"
"0d 00:00:06.595","-170.390929E-6"
"0d 00:00:06.596","-564.762801E-6"
"0d 00:00:06.597","-651.519549E-6"
"0d 00:00:06.598","-343.313669E-6"
"0d 00:00:06.599","225.162456E-6"
"0d 00:00:06.600","795.748424E-6"
"0d 00:00:06.601","1.168684E-3"
"0d 00:00:06.602","1.257129E-3"
"0d 00:00:06.603","1.030279E-3"
"0d 00:00:06.604","521.384427E-6"
"0d 00:00:06.605","-114.859858E-6"
"0d 00:00:06.606","-605.187395E-6"
"0d 00:00:06.607","-703.506083E-6"
"0d 00:00:06.608","-378.505852E-6"
"0d 00:00:06.609","210.815523E-6"
"0d 00:00:06.610","828.746370E-6"
"0d 00:00:06.611","1.250293E-3"
"0d 00:00:06.612","1.363381E-3"
"0d 00:00:06.613","1.134083E-3"
"0d 00:00:06.614","566.703857E-6"
"0d 00:00:06.615","-166.761999E-6"
"0d 00:00:06.616","-738.613872E-6"
"0d 00:00:06.617","-902.337697E-6"
"0d 00:00:06.618","-638.269735E-6"
"0d 00:00:06.619","-152.161884E-6"
"0d 00:00:06.620","243.729075E-6"
"0d 00:00:06.621","361.289532E-6"
"0d 00:00:06.622","205.414324E-6"
"0d 00:00:06.623","-157.141114E-6"
"0d 00:00:06.624","-658.102260E-6"
"0d 00:00:06.625","-1.181512E-3"
"0d 00:00:06.626","-1.536979E-3"
"0d 00:00:06.627","-1.524741E-3"
"0d 00:00:06.628","-1.063698E-3"
"0d 00:00:06.629","-318.923883E-6"
"0d 00:00:06.630","355.550759E-6"
"0d 00:00:06.631","700.045941E-6"
"0d 00:00:06.632","696.754585E-6"
"0d 00:00:06.633","438.509790E-6"
"0d 00:00:06.634","-28.018716E-6"
"0d 00:00:06.635","-652.363487E-6"
"0d 00:00:06.636","-1.227676E-3"
"0d 00:00:06.637","-1.452585E-3"
"0d 00:00:06.638","-1.189530E-3"
"0d 00:00:06.639","-611.516924E-6"
"0d 00:00:06.640","-59.750757E-6"
"0d 00:00:06.641","220.014439E-6"
"0d 00:00:06.642","158.407020E-6"
"0d 00:00:06.643","-231.576379E-6"
"0d 00:00:06.644","-881.830022E-6"
"0d 00:00:06.645","-1.598755E-3"
"0d 00:00:06.646","-2.092289E-3"
"0d 00:00:06.647","-2.110856E-3"
"0d 00:00:06.648","-1.579260E-3"
"0d 00:00:06.649","-709.329250E-6"
"0d 00:00:06.650","93.255065E-6"
"0d 00:00:06.651","497.838578E-6"
"0d 00:00:06.652","409.562743E-6"
"0d 00:00:06.653","-102.538375E-6"
"0d 00:00:06.654","-916.600236E-6"
"0d 00:00:06.655","-1.774716E-3"
"0d 00:00:06.656","-2.291796E-3"
"0d 00:00:06.657","-2.201157E-3"
"0d 00:00:06.658","-1.518074E-3"
"0d 00:00:06.659","-545.183457E-6"
"0d 00:00:06.660","294.618491E-6"
"0d 00:00:06.661","753.129593E-6"
"0d 00:00:06.662","831.868938E-6"
"0d 00:00:06.663","603.161945E-6"
"0d 00:00:06.664","152.837034E-6"
"0d 00:00:06.665","-309.640573E-6"
"0d 00:00:06.666","-494.969191E-6"
"0d 00:00:06.667","-213.769303E-6"
"0d 00:00:06.668","523.831845E-6"
"0d 00:00:06.669","1.434862E-3"
"0d 00:00:06.670","2.085538E-3"
"0d 00:00:06.671","2.228923E-3"
"0d 00:00:06.672","1.889660E-3"
"0d 00:00:06.673","1.199066E-3"
"0d 00:00:06.674","317.573583E-6"
"0d 00:00:06.675","-540.710590E-6"
"0d 00:00:06.676","-1.098975E-3"
"0d 00:00:06.677","-1.105642E-3"
"0d 00:00:06.678","-534.803029E-6"
"0d 00:00:06.679","313.522685E-6"
"0d 00:00:06.680","1.026059E-3"
"0d 00:00:06.681","1.408025E-3"
